Image_ID,Item_ID,Question,Answer,Image_Path
71+xOT6wHnL,B07PDKGC42,Is the shower caddy made of stainless steel?,Yes,bf/bf40fd67.jpg
81muzpodbiL,B07BW8P2F7,Is the loveseat's assembly flatpack?,Yes,d4/d4546179.jpg
917-sBFDg8L,B075X4F428,Are the sofa's back and seat cushions reversible?,Yes,7c/7c29669a.jpg
61+woWTqkwL,B08569DJS9,What is the primary material of this phone case?,Silicone,85/85192c70.jpg
61V6VSPVOZL,B07TF1C6VW,Is this case slim?,Yes,22/22b6415b.jpg
71c-hniFPXL,B06X3QQQ9P,Are these boots made of suede?,Yes,60/60a2a569.jpg
91zp-CvIV3L,B079T87YTQ,What is the closure type of the shoe?,Lace-Up,38/38cdce08.jpg
41+Y1xErb9L,B07HK3F2NH,What is the finish of this light?,Matte,d0/d066cc1f.jpg
61cl1f9NvVL,B0853WWN2X,What is the design style of the phone case?,Printed,36/36cae1bf.jpg
81TiVWbF4sL,B072V9J18H,What is the color of the sandals?,Blue,b9/b9d51be1.jpg
81nZ0MOWsfL,B071W6RGRZ,Is this belt made of genuine leather?,No,e6/e699d049.jpg
51euw---XzL,B083V9C8F8,What is the flavor of the Solimo Vitamin B12 tablets?,Cherry,6f/6f339ebb.jpg
91sGmvF5PoL,B07QJ2232V,What is the color of the headboard?,Blue,28/28a572db.jpg
81Ub7-sfhuL,B0812C9HX1,What is the color of the shoes?,Green,94/941e3fec.jpg
71U5XXiWsPL,B07XF79NHS,What is the heel type?,Flats,53/53df119f.jpg
81PyVQ-9VxL,B00MGSKP54,What is the sheet's material?,Cotton,23/230f242b.jpg
81f4aXTVxSL,B07MB5PW84,What is the color of the corner cushions?,Gris,28/288ff220.jpg
61g-vWHo5VL,B07T6MNHJ9,Is this case slim?,Yes,ab/ab7ebd8c.jpg
61AOuuav0bL,B07TG3R5GF,Is this case compatible with the Asus Zenfone 3S Max?,Yes,43/43e40323.jpg
71pjXm7aH2L,B07TG4XBYM,Is this case slim?,Yes,ba/ba50368b.jpg
81o4RpYSBkL,B07GLDS6MP,What color are the Solimo storage containers?,Blue,69/6937dfe9.jpg
91ji2u2wYSL,B0757NH8MS,Is this a framed print?,Yes,b1/b1733941.jpg
816A1XnsdgL,B07L3PPDXS,What is the interior color of this backpack?,Orange,81/81bb372c.jpg
71UBW2nOtfL,B07QGKH91V,What is the closure type of the shoe?,SlipOn,32/322a698c.jpg
71b7eXZueXL,B07TG4CYR8,Is the Apple logo visible through the case?,Yes,bd/bd30f319.jpg
81+PExHgTdL,B079VSYSTL,What is the closure type of these sneakers?,Lace-Up,27/271faf58.jpg
71JPiQ7PeOL,B07TG4XKGG,Is this phone case compatible with a Samsung Galaxy A9 Pro?,Yes,49/49b1b22b.jpg
81dAKJx0jRL,B07QLXXXVM,Is this product vegan?,Yes,91/91dc0db6.jpg
71lJek-uzcL,B07YF8LH9D,What is the color of the shoes?,Black,7c/7caaf509.jpg
81HFx9T0CIL,B06XH49R2D,Is the buckle on these shoes adjustable?,Yes,cf/cf14d756.jpg
71D1vd9ajXL,B07TC5HFXJ,Is this case 3D printed?,Yes,66/66f3a68c.jpg
61BMn9WOzqL,B01MRCS7U2,Is this shoe made of suede?,Yes,15/15a46e41.jpg
71ExvepvgnL,B0854LMGBD,What is the primary material of this phone case?,Silicone,85/85192c70.jpg
81uu7CF5dhL,B084X7H6FD,What is the primary material of the AmazonBasics 10-in-1 Electrician's Multi-Tool?,Stainless steel,4f/4f7febcd.jpg
71OzKHlSvNL,B07TC4PMK4,Is this case slim?,Yes,66/66f3a68c.jpg
61gzyzRciyL,B082D9CWMV,What is the outer material of these gloves?,Leather,43/43b8923b.jpg
81A1pl2UG2L,B07CVBJCVM,How many shoe bags are included?,Four,0b/0be09374.jpg
71PmQKNcGQL,B07T2K7835,Is this case slim?,Yes,da/daf9291b.jpg
41BN-15C6YL,B00EQ5J4WA,Is this towel set pre-washed?,No,d6/d6a391e5.jpg
61LRUyFXmUL,B078K592ZX,Is this soup refrigerated before opening?,Yes,d0/d01aee98.jpg
71uFunwaVQL,B07XB1GQNT,What is the heel type?,Flats,0b/0bf1c311.jpg
51wiRu6gT9L,B08511J2CW,What is the material of this phone case?,Plastic,36/36cae1bf.jpg
81nYf1817LL,B07TQHBG6C,Is this case 3D printed?,Yes,d8/d8534b1e.jpg
71Ydu97C0PL,B07T948K9L,Is this a slim case?,Yes,7b/7b3f0da0.jpg
61DSm2MzlML,B081FHWVZ6,What is the pattern on the storage boxes?,Geometric,bc/bc9cf840.jpg
91M20LEOgNL,B074MFPBCZ,Is this coffee a dark roast?,No,42/42aef361.jpg
81EMCqQqceL,B074MH18FB,Is this product organic?,Yes,47/476733da.jpg
A1L1Pv2sKGL,B075X2X4SV,Is this ottoman’s assembly flatpack?,Yes,e6/e6d8602e.jpg
81qqXrBkAhL,B07BL69KQ3,What color is the suitcase?,Red,99/99db6499.jpg
81NdisPp7vL,B07TG4SYGW,Is this case compatible with the Micromax Canvas Selfie 2 Q340?,Yes,49/49b1b22b.jpg
81CefJoGa6L,B071JM37MZ,What is the closure type of these shoes?,Velcro,ca/cae2e177.jpg
81hkyX03LiL,B01FJC6692,Are the included AAA batteries pre-charged?,Yes,98/987895e4.jpg
71QXkrg-k3L,B082PLPNBF,What is the material of the Amazon Essentials Amelia Rain Boot?,Rubber,b6/b641315d.jpg
71qiUu+RNAL,B07JLZKQB5,How many lightbulbs are included?,Six,85/8504ce00.jpg
71T3wgeL0jL,B07QJ22YVJ,What is the color of the headboard?,Cream,0a/0aa82207.jpg
81dLOcof99L,B00FXW78T6,Is this ring size 7?,Yes,c0/c0fc7ece.jpg
71O03Mvi-nL,B07TRVN9ZF,What material is the phone case made of?,Wood,49/49b1b22b.jpg
61KGb2jQfiL,B07VX7JPRB,Is this case compatible with the Realme 3i?,Yes,47/47f0c738.jpg
81nDs8pwo1L,B07DWSJXZ8,What is the color of the boots?,Brown,c0/c0e16ced.jpg
61U2QEiVTCL,B07WDJN6KK,What color are the pumps?,Navy,b3/b3583cce.jpg
811lLS6LeIL,B07T9TLVTG,Is the Apple logo visible through the case?,Yes,49/49b1b22b.jpg
71nEpLrm3CL,B079LKNJT9,Is this grab bar made of stainless steel?,Yes,3f/3f20059b.jpg
61Zt8igNroL,B07M86V3HK,What is the color of the iPhone XR case?,Blue,6e/6e82f1eb.jpg
61O+zPYa5AL,B07THQY3CF,What is the depicted object on the phone case?,Candle,70/707b8cc8.jpg
71zSyPxYmgL,B0854CL9YR,What is the material of this phone case?,Silicon,2f/2f357c87.jpg
81W5gNRDYmL,B07PW6XQY8,What is the bed size?,Single,23/23063c20.jpg
81M-5Yju4zL,B085695JZ3,What is the design of the phone case?,Marble,36/36cae1bf.jpg
810LF3yyORL,B00CF5OHZ2,Is this bag waterproof?,No,32/327516c7.jpg
71OAqgfCojL,B07V126F2S,What is the number of tiers on this cart?,Three,95/95ff255c.jpg
61ppd9aVu2L,B07KNK9JKZ,What is the curtain color?,Gray,d1/d1a3171a.jpg
71aFod8EURL,B07T9TNT4N,Is this case slim?,Yes,76/76923248.jpg
71-8D6sTVYL,B07TH39LP2,Is this case slim?,Yes,49/49b1b22b.jpg
61zFy70KXQL,B082ZQDRN4,What is the base type of this LED light bulb?,B11,16/16f8e864.jpg
71dup3rxp5L,B0853XKWRN,What is the material of this phone case?,Silicone,85/85192c70.jpg
91ZKowZ+p4L,B0773JKMXZ,Is this a UK version?,Yes,58/5853c541.jpg
71MhpUHTrsL,B07TH41SZR,Is this case 3D printed?,Yes,49/49b1b22b.jpg
61HrrXYWsML,B082VZN75G,What is the size of these brownies?,Two-Bite,25/25637dd0.jpg
91my-tu8UsL,B01N5UR3ZB,What is the primary material of this sandal?,Leather,09/09e5433d.jpg
61+woWTqkwL,B0854L99PS,What is the primary material of this phone case?,Silicon,2f/2f357c87.jpg
912e53DHJ+L,B075T4J18R,Are these shoes suitable for semi-formal occasions?,Yes,3e/3ee14012.jpg
71fiQUwQhYL,B08436J2MB,What is the style of these men's formal shoes?,Derby,7b/7b736f84.jpg
71iQ38DlAmL,B074HBXPPS,Is this olive oil unfiltered?,Yes,96/965eccbe.jpg
81VE86P+G1L,B072K4P9LC,Is this coffee organic?,Yes,20/20533b83.jpg
71mouL4ji0L,B07PX3D82S,What is the number of drawers on this nightstand?,Two,6c/6c2fc9ff.jpg
71DpcaHV8NL,B082PMRGJW,What is the upper material of this ballet flat?,Knit,e7/e76b608e.jpg
61xWqmPgFXL,B00Q69645E,What is the color of the sheet?,White,12/125fd406.jpg
81uYXjQutkL,B071L9QYTY,Is this vacuum bagless?,Yes,4c/4c12d5de.jpg
81jYbAaUKPL,B075X4PRNS,Is assembly required?,Yes,a5/a5d31a0e.jpg
71S7YSK7N+L,B082JH6LSF,What is the veneer of this file cabinet?,Pine,74/745dd521.jpg
617Pr47QCoL,B01N6WEBVX,What is the color of the sandals?,Black,b8/b8445cf4.jpg
61pTG-42sdL,B07TF1F23D,Is this case hard?,Yes,43/43a00dc0.jpg
81zKDFaPTeL,B07TBV3T86,Is this phone case compatible with a Samsung Galaxy A3 (2016)?,Yes,49/49b1b22b.jpg
914kgbgR7VL,B075Z1VKKX,What is the item's color?,Brown,47/47aa1fa6.jpg
71kNMELFQyL,B079J9G5ZB,What is the nicotine strength of this lozenge?,2mg,6e/6e7bd84f.jpg
61LY1MaKoaL,B081HNDVY6,What is the case material?,Plastic,d8/d89025e7.jpg
71AB2RWLveL,B01EK87A82,Is this a 3-foot cable?,Yes,b8/b87a941b.jpg
819l-0N6YZL,B074H5TN23,Is this dog food wheat-free?,Yes,ca/caa0731a.jpg
71r39j5u+jL,B07T8Q1KMY,Is this case slim?,Yes,49/49b1b22b.jpg
91IjC0-JviL,B0831RWSXX,What is the color of the AmazonBasics Lightning to USB A cable?,White,1b/1b17ec60.jpg
715vF3PA4AL,B07TC5WZKR,Is this case slim?,Yes,78/786dc5cd.jpg
61MaOdKV85L,B07JH51KJ2,Is this product Kosher?,Yes,20/20533b83.jpg
81OjWOwy7jL,B074MH6GPC,Are these capsules gluten-free?,No,b5/b5362bc4.jpg
71P81r4Wk4L,B07PKCWVC6,What is the material of the boots?,Leather,67/67d10a0b.jpg
81ybHV-fXnL,B07FWN38LF,What type of fruit is this?,Mandarins,86/86e05c74.jpg
71qblnqDhKL,B07TC6L24Z,Is this case compatible with the Coolpad Note 3 Lite?,Yes,49/49b1b22b.jpg
61Xu4plaLUL,B01LWXF89K,Are the lids dishwasher-safe?,Yes,52/526e9133.jpg
716-dvAIWeL,B01N7UG87T,Are screws included?,Yes,99/992e79af.jpg
81LOHeeGp3L,B07TF1CFQD,Is this Vivo V3 Max phone case compatible with wireless charging?,No,66/66f3a68c.jpg
61lfyR6pxML,B01NBWNQHL,Are the included screws 1 inch and 1.5 inches in length?,Yes,9d/9d48f5e6.jpg
81Nj0DoZgUL,B07TCWS8SC,Is the case's printed design applied directly to the hard plastic back?,Yes,49/49b1b22b.jpg
81+PExHgTdL,B079VSYSTL,What is the closure type of these sneakers?,Lace-Up,bb/bbd0a7d8.jpg
71T6YtLgXUL,B082PM2KBB,What is the upper material of this sandal?,Leather,2e/2e593d05.jpg
81nw39ZlVlL,B072Y3LQWH,Is the heel height exactly 3.25 inches as stated in the description?,No,4f/4f248c83.jpg
61wP7WLPsPL,B074H7LFBR,What is the weight of this product in ounces?,Sixteen,95/9546ae35.jpg
71f+rYSGUoL,B072Y2BXW4,What is the heel height of this bootie?,Two,b1/b11a99e6.jpg
71qR89WaHDL,B07T22SC1W,Is this case compatible with the Motorola Moto G 2nd Generation?,Yes,0c/0ce33786.jpg
81boKYBRlnL,B07TB535F8,Is this a slim case?,Yes,49/49b1b22b.jpg
81gZsdzXGaL,B07T7KLWF4,Is this Vivo Y51L phone case compatible with wireless charging?,No,66/66f3a68c.jpg
71QINNdSMAL,B07TG4VF49,Is the Vivo V5 Plus case's design precisely cut for all ports and buttons?,Yes,51/517d54de.jpg
713UEuyi1iL,B07L4V8MPX,What is the color of these boots?,Brown,3a/3a56f6e9.jpg
61th8dmrolL,B077S3PD8Y,What is the sole type?,Ribbed,38/383a793a.jpg
71uO93U-enL,B08511P8N9,What is the design style of this phone case?,Abstract,54/54eea487.jpg
71yDjf3fVOL,B07TG4TSJR,Is this case slim?,Yes,81/813a09fc.jpg
715gl5xyUvL,B07THCM2QC,What is the color of the bar stools?,Gray,30/30f3251c.jpg
710gTNrRPkL,B07TB53SDS,Is this case slim?,Yes,4a/4a7efa1b.jpg
71hykuVUr4L,B07TCWR69F,Is this phone case compatible with a Samsung Galaxy A8 (2016)?,Yes,0c/0ca18535.jpg
5107124VfYL,B081FGVB85,What is the color of the Solimo fabric storage boxes?,Blue,58/58e4f1b7.jpg
61xR2puO6zL,B083PB2JCS,What is the frame material of this phone case?,Metal,53/53a7c3b4.jpg
71hnRGHPSTL,B07Y5C5K3H,What color are the gloves?,Black,13/13eb83e6.jpg
81wYZQcjmjL,B07FPS33HJ,What is the color of the bathmat?,Azul,26/26c63113.jpg
9195HyIaX8L,B073P117DG,Is this wall art ready to hang?,Yes,14/1451d3a1.jpg
61XFB3H8dnL,B074Y322TV,Is this almond butter unsweetened?,Yes,08/08cc4999.jpg
81GHDh+D26L,B0111KMJS8,What is the metal of this ring?,Metal,3e/3ea2c58c.jpg
818msT05BwL,B07TF1CXT2,Is this case slim?,Yes,49/49b1b22b.jpg
A1p-HMVuuuL,B07DVTX2BS,Is this a chair?,Yes,0a/0af4b688.jpg
61c3ElqVO6L,B07T6MNHSZ,Is this case compatible with a Samsung Galaxy A7 (2016)?,Yes,c2/c2aa4777.jpg
81Xk1YPJ73L,B07NRJ7LK7,What is the heat level of this sauce?,Mild,a0/a040270a.jpg
71vCBRJ0XAL,B0789FXSPR,What is the shoe's toe style?,Closed-toe,11/11f3e8c4.jpg
810QU+d9BCL,B06VWV4VN7,Are these earrings made of solid sterling silver?,Yes,6c/6cc092de.jpg
71WCn9phT5L,B01DN8TG46,Does it stay securely in place on carpet?,Yes,54/5483744c.jpg
815aZbOPYTL,B07T3LV191,Are these shoes made of leather?,Yes,1d/1d2806c9.jpg
615f3mW6o8L,B07HGGWDVV,Is this product compostable?,Yes,d1/d1325d51.jpg
A1KSfX5mryL,B078LBHRGF,What is the dominant color of the coverlet set?,Sage,43/43535241.jpg
71cyXTVuChL,B0853X956T,What is the phone case's material?,Silicone,85/85192c70.jpg
81AQuZy0vML,B074H55G6H,Is this cumin seed jar from Turkey?,Yes,2f/2f0ab271.jpg
71+Vj769-2L,B07TH142CW,Is the case precisely cut for all ports and buttons?,Yes,49/49b1b22b.jpg
51Q6tZcrYlL,B07D5GQ7BB,What color is the phone case?,Black,24/248229ae.jpg
71ROFJE-8nL,B00Q7OATOK,What is the size of this sheet set?,King,94/949e5a6c.jpg
81MPdjCfBKL,B07TCWSWP1,Is this a slim case?,Yes,66/66f3a68c.jpg
61T8tyWqfcL,B07J5NFXLR,What is the color of the sandals?,Marron,c1/c15e44d7.jpg
61JGpQk68sL,B07QRMCB4Z,Is this case 3D printed?,Yes,66/66f3a68c.jpg
71oZtHrq2TL,B01MFAAAD3,Is the Kentucky pendant made of solid 10k gold?,Yes,09/092f4127.jpg
81uNtJXEYYL,B074M9XYR5,What is the ring's metal?,Stainless steel,d5/d579faf7.jpg
710gxCy5w6L,B08569FRG7,What is the design style of the phone case?,Amethyst,58/582ff489.jpg
81lIkZyRD8L,B07T7KL6TY,Is this case slim?,Yes,69/69ebc9cb.jpg
51O8aM+mBML,B079L6LY25,What is the grab bar's material?,Stainless steel,3f/3f20059b.jpg
71i6F39ac+L,B07895WRNR,Is the heel height considered a low block heel?,Yes,1a/1a78633b.jpg
71ssZWOnb2L,B08511RTF6,What is the design style of this phone case?,3D,36/36cae1bf.jpg
71UkZlcSXIL,B07FWNJTNZ,What is the count of buns in this package?,Eight,a0/a040270a.jpg
819KUhMbmaL,B074MHPDKZ,How many doses are in this package?,Six,25/25f52cde.jpg
71RpsNE8MqL,B07T9TNSP9,Is this case compatible with the Vivo Y95?,Yes,49/49b1b22b.jpg
91+rDNDy7WL,B07CSCZKVQ,Is the recliner mechanism manual or power?,Manual,79/792c5d5b.jpg
611Z3SWX3nL,B07C81V4QC,Is it BPA-free?,Yes,18/180da67f.jpg
71DUxYy1MnL,B08339HG8X,What is the type of sole on these sandals?,Flatform,c9/c9482a07.jpg
81f0OiJYMzS,B000NDMNM2,What is the number of screwdrivers in this set?,Twelve,06/06b97716.jpg
71qJ7Xj+O3L,B07TQHB671,Is this case 3D printed?,Yes,96/963d04c2.jpg
61p7+AHVjVL,B078SWLL2S,Is this print framed?,Yes,74/74eb323e.jpg
7140gkG+wFL,B0853WRW54,What is the print style of this phone case?,Floral,36/36cae1bf.jpg
413YDDWEAEL,B000HVGJMK,Is this table suitable for outdoor use?,Yes,d9/d9f7e542.jpg
610GH35YC5L,B07XYF6442,Is this case 3D printed?,Yes,49/49b1b22b.jpg
81-vglH8A1L,B0843B5WWM,What is the closure type of these sandals?,Hookandloop,30/30a9f009.jpg
71UkZlcSXIL,B07FWNJTNZ,What is the count of buns in this package?,Eight,7e/7ecf343f.jpg
61bJYH9RDxL,B079TSNRDQ,Are these shoes made of leather?,Yes,71/71bc263e.jpg
81dAKJx0jRL,B07QLXXXVM,Is this product vegan?,Yes,bb/bb375ab6.jpg
81frGbs56LL,B01NB1TODQ,Is the Shaw slip-on sneaker made of genuine leather?,Yes,9d/9df06c2b.jpg
41kME7yUpEL,B07N4M531H,What is the color of the TV stand?,Black,8a/8ade3074.jpg
81JrgP7sSYL,B082MZVQ31,What is the pattern of the AmazonBasics anti-fatigue mat?,Geometric,e3/e3daff1e.jpg
81sRawfGNRL,B07T2LMJP8,Is this case hard?,Yes,5a/5a5b7da0.jpg
81vXpnYcUKL,B075M8YKK7,Is this cinnamon organically sourced?,Yes,41/416b99c5.jpg
71McsmRVKXL,B078N2KZDF,Is the microphone unidirectional?,Yes,49/49642c70.jpg
91dE5w5vV8L,B07WNNY3TL,What is the color of the handbag?,Pink,d3/d35fa194.jpg
61kQsmdSKlL,B07TJVQ7YP,Is this case 3D printed?,Yes,60/606515e6.jpg
81qYukVW9hL,B01FJACNHI,Are the batteries pre-charged?,Yes,12/12073f6f.jpg
61w8nae6ezL,B07ZD939K6,What is the quantity in the pack?,Four,54/542ec29c.jpg
71Z8IjtJBlL,B07TG4V6QW,Is this case compatible with the InFocus M350?,Yes,20/20da5515.jpg
81-E0TLBXvL,B07NSQ98R9,What is the heat level of this salsa?,Mild,86/8662181e.jpg
71Bz+4y4LRL,B01CFZI0GI,What is the ring size?,Six,24/24c40f61.jpg
61tulNYyY5L,B084X72GVL,What is the color of the UMI facial steamer?,White,c8/c87e0b13.jpg
51zFQGXu1RL,B07K7Z6YRT,What is the table's material?,Oak,a0/a0330538.jpg
713TZ3mKJnL,B081D8JP3M,What is the grill's primary material?,Steel,2e/2ef2c2ce.jpg
81JIMWJcPmL,B071WK8QFX,Are these boys' sneakers leather or faux leather?,Faux,11/11be6210.jpg
61+woWTqkwL,B08547YSH7,What is the primary material of this phone case?,Silicone,85/85192c70.jpg
81t51p2ptML,B07TG4SP4Q,Is this case slim?,Yes,97/97834645.jpg
81bZw6LZDDL,B07374SBFM,Is this lamp easy to assemble?,Yes,50/508907c1.jpg
71dLSfNxstL,B07BLC96G2,What is the primary material of this saucepan?,StainlessSteel,09/094484fb.jpg
81wu5Vbrr1L,B07CWQQPTG,What is the number of pieces in this luggage set?,Two,31/31e13973.jpg
81r4SDjb0SL,B01NC095F3,What is the closure type of the boot?,Zipper,70/701b70b7.jpg
810KK7ThWYL,B07TBV3D8C,Is the Apple logo visible through the case?,Yes,49/49b1b22b.jpg
816n2vN0RRL,B07T1JMLX8,Is this case hard?,Yes,66/66f3a68c.jpg
41WRVs9OMDL,B00MJKZH7K,Is this a 3-pack?,Yes,cc/cc08c4af.jpg
71BuVROni-L,B07TG4W7FB,Is this case slim?,Yes,49/49b1b22b.jpg
71Hkt93p6mL,B018FCZBMG,What is the color of the stand?,Black,60/608ec2ea.jpg
81cvNqcFlLL,B07KSJRMC6,What is the color of this headboard?,Beige,55/554e4e10.jpg
71iuiBL8TWL,B07TBV1BG3,Is the Apple logo visible through the phone case?,Yes,75/75cd3b5a.jpg
7196oqAi9ML,B0853X69R1,What is the phone case material?,Silicone,26/26fc66ff.jpg
81gjKuEg5EL,B07PGMPXRZ,What is the backpack's color?,Black,92/92fe06bf.jpg
71TFka5cjqL,B07XLSXMS4,What is the color of the AmazonBasics TV mount?,Schwarz,cb/cb203388.jpg
91+rDNDy7WL,B07CSCZKVQ,Is this recliner made of leather?,Yes,6d/6d702f16.jpg
61RCxe3fw-L,B083VB1SLK,What is the form of these vitamins?,Gummies,b3/b35cd1c6.jpg
A1h0GOFzYkL,B073335VWX,Is the bag waterproof?,No,31/31b2764c.jpg
713H8gZjphL,B07VX6BDRM,Is the fry pan dishwasher safe?,Yes,12/12ba8add.jpg
91fvN1Ivf2L,B074MFVZ7R,What is the flavor of these potato chips?,Barbeque,86/861d5697.jpg
915zpRm7a1L,B0711KX7HQ,Is this a hardside luggage set?,No,db/db5c672b.jpg
A1vlC7u8PhL,B07SZ44GL6,Is this a throw?,Yes,6f/6ff22115.jpg
B1HhbAfkcHS,B07KRQP7CR,What is the rug's pattern?,Chevron,82/82062510.jpg
6120kPvX-kL,B07T15RSHT,Is this case slim?,Yes,52/52a9ed88.jpg
718jyqNYrjL,B0779CZZQ5,What is the nicotine strength of this gum?,2mg,db/dbff7bdb.jpg
61th8dmrolL,B077S3PD8Y,Are these sandals open-toed?,Yes,77/779bff93.jpg
61u20f-PtzL,B07XY4FMVZ,Is this case compatible with the Xiaomi Redmi Y3?,Yes,27/27449f20.jpg
71oXncAS4YL,B077G5RRZ7,What style of shoe is this?,Sandals,db/db10b015.jpg
71sDNcUxVML,B084DR6H3V,What is the outer material of these running shoes?,Mesh,bd/bdc2b2f6.jpg
618VSNxY6TL,B07TG4STGK,Is this case hard?,Yes,d8/d820354d.jpg
615FkDykE1L,B07T36TLM5,Is this a slim case?,Yes,bb/bb3ebba8.jpg
91vU8v5p0bL,B07BL6CX6Y,What is the color of the suitcase?,Red,c6/c6e979fa.jpg
91pxmHpoisL,B07QJ4XTP7,What is the color of the Rivet Window-Treatments Green Yoel 96?,Green,bf/bf4068b0.jpg
71ePHMmOpUL,B07TF1F32Q,Is this case compatible with a Samsung Galaxy C7 Pro?,Yes,4b/4b4fd8cf.jpg
71i46FlGZgL,B07TG3TVVD,Is this phone case compatible with the HTC One M8?,Yes,27/27fc6eb1.jpg
61jD3TJYFiL,B07NRLZ6Z4,What type of vinegar is this?,White,77/77e17ef1.jpg
81bsWKoYv0L,B07T9TQWVB,Is this Oppo A37 phone case precisely cut for all ports and buttons?,Yes,66/66f3a68c.jpg
71VA5KNNIXL,B07TF1F838,Is this case slim?,Yes,49/49b1b22b.jpg
81m0xvqr-zL,B073486QF5,What is the color of the case?,Red,b8/b864bf48.jpg
71G3OPeBnlL,B08541S8YZ,What is the phone case's print design?,Shoes,2f/2f357c87.jpg
81ry2Fc-1cL,B07YLTKDD7,What is the color of the folders?,Red,0f/0f0a957e.jpg
A10yjWgjSXL,B071W2XLQJ,Is this rug suitable for high-traffic areas?,No,20/205d2c54.jpg
81rhgnBHJBL,B073GCWSTH,Is assembly required for this storage bench?,Yes,3a/3ae8e7b9.jpg
61j8wvrSbFL,B074MGTNHL,Is this spring water container BPA-free?,Yes,99/995de77f.jpg
61fJM2P+W0L,B07MKPLLB9,What is the color of the stethoscope?,Black,6b/6bd7ddff.jpg
71+CSHebnKL,B079PCMQW9,Is this body wash dermatologist tested?,Yes,42/422a1b79.jpg
61MZwLcH6BL,B07VX7DQY4,What is the case material?,Plastic,be/be96bf4d.jpg
811MyBKUuAL,B07TQHBDNT,Is this case hard or soft?,Hard,15/1577a931.jpg
81-jXGdUPRL,B074MGKHJ3,Are these capsules vegan?,Yes,3d/3dd6b036.jpg
61+woWTqkwL,B0853WWW3T,What is the case's design?,Pattern,2f/2f357c87.jpg
81e0AxpzFCL,B07TH3JPTB,Is this case 3D printed?,Yes,49/49b1b22b.jpg
71vV91OOObL,B07P5SWVVG,What is the color of the tawa?,Black,4c/4c7dfd7c.jpg
51f4CGncgaL,B015Q33BVU,Is the phone case included?,Yes,5b/5bd138a5.jpg
713TZ3mKJnL,B081D8JP3M,What is the grill's diameter in inches?,22,1f/1fe3c5d2.jpg
51kui+JX-fL,B01JG8EIY0,What is the bed size?,Queen,bd/bd242cef.jpg
51E05X8GheL,B01M642Q91,Is assembly required for this coffee table?,Yes,61/615912d2.jpg
61iIIKaYukL,B082LL29SC,What is the style of this boys' sneaker?,Alba,32/322a3dd9.jpg
71z8IDDdQmL,B07656DR1J,Is this olive oil vegan?,Yes,82/824115be.jpg
51wiRu6gT9L,B0853X3R9D,What is the texture of this phone case?,3D,36/36cae1bf.jpg
81ZkGuyqBKL,B07GFQ1KCS,What is the number of compartments in this laundry hamper?,Two,32/32be8010.jpg
715ALx4z5uL,B07N13DZNW,What is the color of the shoes?,Black,cb/cb0b960a.jpg
91TFZG1n+SS,B000W7C7PC,What color is the chair?,Blue,43/43f706af.jpg
711tJfipX4L,B07T2KB121,Is this case compatible with the LG G3 Stylus D690?,Yes,16/1664db0a.jpg
71oXncAS4YL,B077G5RRZ7,Are these sandals made of real leather?,No,53/530c5046.jpg
619C-TyD1aL,B07VXQXBKV,How many USB ports does this hub have?,Seven,44/44c279a2.jpg
A1KSfX5mryL,B078LBHRGF,What is the dominant color of the coverlet set?,Sage,95/95956a7c.jpg
71cF5vsko2L,B07T5W14HV,Is this phone case compatible with a Micromax Canvas Nitro 2 E311?,Yes,bd/bd9519f7.jpg
81HcmryEoCL,B07T9TMCK6,Is this case slim?,Yes,8e/8e122737.jpg
71Ax9sPwqlL,B07TCWRTC8,Is this Nokia 5 phone case compatible with wireless charging?,No,49/49b1b22b.jpg
71AQ+Gn+0LL,B07T6V8HS9,Is this case compatible with the Micromax Canvas 5 E481?,Yes,7a/7aa04e84.jpg
51mYG3MjmVL,B081FGJK6P,What is the color of the Solimo fabric storage boxes?,Blue,b7/b7224f00.jpg
61BZI8wCcjL,B07TRWSYH2,What is the phone model this case is for?,Redmi,66/66f3a68c.jpg
51Iku6LFIKL,B06XSRBYNN,Is it reversible?,No,81/81705bb0.jpg
81qkXp-KmlL,B07BG59N25,Is the PS4 Pro compatible with this backpack?,Yes,24/242ff3f3.jpg
61NuG-EoOuL,B07TH374PK,Is this phone case compatible with a Samsung Galaxy C7 Pro?,Yes,ab/abf17b3c.jpg
71YZnizpMjL,B07T22HQD8,Is this case slim?,Yes,66/66f3a68c.jpg
711aqvW1rnL,B084QQTMNG,What is the phone case's print design?,Panda,24/249f9bca.jpg
71EV8814O4L,B07TG4VCHT,Is this case compatible with the Motorola Moto G4 Play?,Yes,d5/d50e5204.jpg
71HWbJxg0UL,B07TG4VDQQ,Is this case compatible with the InFocus M2 phone?,Yes,49/49b1b22b.jpg
61im3VIJomL,B083SCTHQD,What is the phone case's texture?,Hybrid,b4/b41ef665.jpg
719w-ma0SEL,B06WW5MCLM,What color are the pearls?,White,85/856b6015.jpg
81VyfrckEBL,B07FMNYHHH,What is the color of the boots?,Black,9d/9dca0376.jpg
71OVjhHi1KL,B07T4PSQ2F,Is the image on the phone case a precise reproduction of the design shown?,Yes,49/49b1b22b.jpg
611d6Nmuw0L,B081HN1J9V,What is the design featured on this phone case?,Libra,b1/b165afc5.jpg
31lWkH5uqlL,B002SSU31S,What color is the ink?,Cyan,31/31ed61a9.jpg
